Ma,Re_L,alpha_L,c_i
2,480.461801,0.050345,
2,480.461801,0.057931,
2,480.461801,0.065517,-2.87342386e-02
2,480.461801,0.073103,-3.29772122e-02
2,480.461801,0.080690,-2.82054428e-02
2,480.461801,0.088276,-2.01174065e-02
2,480.461801,0.095862,-1.35684830e-02
2,480.461801,0.103448,-8.46949756e-03
2,480.461801,0.111034,-4.66628669e-03
2,480.461801,0.118621,-1.98460096e-03
2,480.461801,0.126207,-2.40546673e-04
2,480.461801,0.133793,7.47034713e-04
2,480.461801,0.141379,1.14540606e-03
2,480.461801,0.148966,1.10275190e-03
2,480.461801,0.156552,7.47442020e-04
2,480.461801,0.164138,1.89055340e-04
2,480.461801,0.171724,-4.80532348e-04
2,480.461801,0.179310,-1.18671651e-03
2,480.461801,0.186897,-1.87233416e-03
2,480.461801,0.194483,-2.49777542e-03
2,480.461801,0.202069,-3.04014634e-03
2,480.461801,0.209655,-3.49094566e-03
2,480.461801,0.217241,-3.85246741e-03
2,480.461801,0.224828,-4.13375292e-03
2,480.461801,0.232414,-4.34699497e-03
2,480.461801,0.240000,-4.98255083e-03
2,540.496975,0.020000,
2,540.496975,0.027586,
2,540.496975,0.035172,
2,540.496975,0.042759,
2,540.496975,0.050345,
2,540.496975,0.057931,
2,540.496975,0.065517,-2.74155494e-02
2,540.496975,0.073103,-3.14565379e-02
2,540.496975,0.080690,-2.63014251e-02
2,540.496975,0.088276,-1.84034765e-02
2,540.496975,0.095862,-1.19622786e-02
2,540.496975,0.103448,-6.93052663e-03
2,540.496975,0.111034,-3.19611804e-03
2,540.496975,0.118621,-6.08631529e-04
2,540.496975,0.126207,1.00903799e-03
2,540.496975,0.133793,1.84098468e-03
2,540.496975,0.141379,2.06263921e-03
2,540.496975,0.148966,1.83346182e-03
2,540.496975,0.156552,1.29480739e-03
2,540.496975,0.164138,5.69545582e-04
2,540.496975,0.171724,-2.38597444e-04
2,540.496975,0.179310,-1.04667072e-03
2,540.496975,0.186897,-1.79446330e-03
2,540.496975,0.194483,-2.44519592e-03
2,540.496975,0.202069,-2.98349138e-03
2,540.496975,0.209655,-3.41055294e-03
2,540.496975,0.217241,-3.73797900e-03
2,540.496975,0.224828,-3.98206002e-03
2,540.496975,0.232414,-4.15970084e-03
2,540.496975,0.240000,-4.48255211e-03
2,608.033727,0.020000,
2,608.033727,0.027586,
2,608.033727,0.035172,
2,608.033727,0.042759,
2,608.033727,0.050345,
2,608.033727,0.057931,
2,608.033727,0.065517,-2.61409829e-02
2,608.033727,0.073103,-2.99891667e-02
2,608.033727,0.080690,-2.45098065e-02
2,608.033727,0.088276,-1.67674938e-02
2,608.033727,0.095862,-1.04043550e-02
2,608.033727,0.103448,-5.42282075e-03
2,608.033727,0.111034,-1.75553749e-03
2,608.033727,0.118621,7.26200313e-04
2,608.033727,0.126207,2.19629508e-03
2,608.033727,0.133793,2.84580949e-03
2,608.033727,0.141379,2.86283022e-03
2,608.033727,0.148966,2.42285845e-03
2,608.033727,0.156552,1.68491019e-03
2,608.033727,0.164138,7.89025919e-04
2,608.033727,0.171724,-1.47314655e-04
2,608.033727,0.179310,-1.03409531e-03
2,608.033727,0.186897,-1.81271513e-03
2,608.033727,0.194483,-2.45574063e-03
2,608.033727,0.202069,-2.96116438e-03
2,608.033727,0.209655,-3.34322699e-03
2,608.033727,0.217241,-3.62339597e-03
2,608.033727,0.224828,-3.82394014e-03
2,608.033727,0.232414,-3.96452234e-03
2,608.033727,0.240000,-4.00503343e-03
2,684.009404,0.020000,
2,684.009404,0.027586,
2,684.009404,0.035172,
2,684.009404,0.042759,
2,684.009404,0.050345,
2,684.009404,0.057931,
2,684.009404,0.065517,-2.49110596e-02
2,684.009404,0.073103,-2.85751940e-02
2,684.009404,0.080690,-2.28171356e-02
2,684.009404,0.088276,-1.51969449e-02
2,684.009404,0.095862,-8.88450134e-03
2,684.009404,0.103448,-3.94079505e-03
2,684.009404,0.111034,-3.45273658e-04
2,684.009404,0.118621,2.01216052e-03
2,684.009404,0.126207,3.30681668e-03
2,684.009404,0.133793,3.74199715e-03
2,684.009404,0.141379,3.52419577e-03
2,684.009404,0.148966,2.85090650e-03
2,684.009404,0.156552,1.90439671e-03
2,684.009404,0.164138,8.45729000e-04
2,684.009404,0.171724,-1.93848196e-04
2,684.009404,0.179310,-1.12237460e-03
2,684.009404,0.186897,-1.89166694e-03
2,684.009404,0.194483,-2.49220022e-03
2,684.009404,0.202069,-2.94021174e-03
2,684.009404,0.209655,-3.26353487e-03
2,684.009404,0.217241,-3.49133984e-03
2,684.009404,0.224828,-3.64892057e-03
2,684.009404,0.232414,-3.75613307e-03
2,684.009404,0.240000,-3.54660041e-03
2,769.478474,0.020000,
2,769.478474,0.027586,
2,769.478474,0.035172,
2,769.478474,0.042759,
2,769.478474,0.050345,
2,769.478474,0.057931,-4.81881878e-02
2,769.478474,0.065517,-2.37259466e-02
2,769.478474,0.073103,-2.72143785e-02
2,769.478474,0.080690,-2.12112986e-02
2,769.478474,0.088276,-1.36805137e-02
2,769.478474,0.095862,-7.39413263e-03
2,769.478474,0.103448,-2.48134376e-03
2,769.478474,0.111034,1.03061815e-03
2,769.478474,0.118621,3.23768852e-03
2,769.478474,0.126207,4.32262368e-03
2,769.478474,0.133793,4.50772454e-03
2,769.478474,0.141379,4.02505387e-03
2,769.478474,0.148966,3.10139984e-03
2,769.478474,0.156552,1.94861916e-03
2,769.478474,0.164138,7.51378757e-04
2,769.478474,0.171724,-3.49660276e-04
2,769.478474,0.179310,-1.27167933e-03
2,769.478474,0.186897,-1.98934461e-03
2,769.478474,0.194483,-2.51855034e-03
2,769.478474,0.202069,-2.89458981e-03
2,769.478474,0.209655,-3.15552646e-03
2,769.478474,0.217241,-3.33392106e-03
2,769.478474,0.224828,-3.45462129e-03
2,769.478474,0.232414,-3.53545823e-03
2,769.478474,0.240000,-3.10415558e-03
2,865.627167,0.020000,
2,865.627167,0.027586,
2,865.627167,0.035172,
2,865.627167,0.042759,
2,865.627167,0.050345,
2,865.627167,0.057931,-4.58987477e-02
2,865.627167,0.065517,-2.25855260e-02
2,865.627167,0.073103,-2.59062146e-02
2,865.627167,0.080690,-1.96813078e-02
2,865.627167,0.088276,-1.22079855e-02
2,865.627167,0.095862,-5.92640797e-03
2,865.627167,0.103448,-1.04408757e-03
2,865.627167,0.111034,2.36456929e-03
2,865.627167,0.118621,4.38757425e-03
2,865.627167,0.126207,5.22295940e-03
2,865.627167,0.133793,5.12039702e-03
2,865.627167,0.141379,4.34628325e-03
2,865.627167,0.148966,3.16554115e-03
2,865.627167,0.156552,1.82595241e-03
2,865.627167,0.164138,5.34364872e-04
2,865.627167,0.171724,-5.71375041e-04
2,865.627167,0.179310,-1.43504843e-03
2,865.627167,0.186897,-2.06620614e-03
2,865.627167,0.194483,-2.50800249e-03
2,865.627167,0.202069,-2.80993750e-03
2,865.627167,0.209655,-3.01412747e-03
2,865.627167,0.217241,-3.15185060e-03
2,865.627167,0.224828,-3.24478399e-03
2,865.627167,0.232414,-3.23526639e-03
2,865.627167,0.240000,-2.67491799e-03
2,973.789933,0.020000,
2,973.789933,0.027586,
2,973.789933,0.035172,
2,973.789933,0.042759,
2,973.789933,0.050345,
2,973.789933,0.057931,-4.37427979e-02
2,973.789933,0.065517,-2.14894535e-02
2,973.789933,0.073103,-2.46499923e-02
2,973.789933,0.080690,-1.82171265e-02
2,973.789933,0.088276,-1.07702098e-02
2,973.789933,0.095862,-4.47641080e-03
2,973.789933,0.103448,3.68382201e-04
2,973.789933,0.111034,3.64546561e-03
2,973.789933,0.118621,5.44345968e-03
2,973.789933,0.126207,5.98546717e-03
2,973.789933,0.133793,5.55859346e-03
2,973.789933,0.141379,4.47431086e-03
2,973.789933,0.148966,3.04606983e-03
2,973.789933,0.156552,1.56167386e-03
2,973.789933,0.164138,2.39881443e-04
2,973.789933,0.171724,-8.06916693e-04
2,973.789933,0.179310,-1.56852504e-03
2,973.789933,0.186897,-2.09410382e-03
2,973.789933,0.194483,-2.44763138e-03
2,973.789933,0.202069,-2.68404939e-03
2,973.789933,0.209655,-2.84318000e-03
2,973.789933,0.217241,-2.95163268e-03
2,973.789933,0.224828,-3.02653382e-03
2,973.789933,0.232414,-2.82624494e-03
2,973.789933,0.240000,-2.25648768e-03
2,1095.467968,0.020000,
2,1095.467968,0.027586,
2,1095.467968,0.035172,
2,1095.467968,0.042759,
2,1095.467968,0.050345,-4.96201476e-02
2,1095.467968,0.057931,-4.17098070e-02
2,1095.467968,0.065517,-2.04372064e-02
2,1095.467968,0.073103,-2.34448430e-02
2,1095.467968,0.080690,-1.68095257e-02
2,1095.467968,0.088276,-9.35912311e-03
2,1095.467968,0.095862,-3.04137334e-03
2,1095.467968,0.103448,1.75031582e-03
2,1095.467968,0.111034,4.85885072e-03
2,1095.467968,0.118621,6.38467645e-03
2,1095.467968,0.126207,6.58768022e-03
2,1095.467968,0.133793,5.80437701e-03
2,1095.467968,0.141379,4.40466931e-03
2,1095.467968,0.148966,2.76158964e-03
2,1095.467968,0.156552,1.19968702e-03
2,1095.467968,0.164138,-7.53416241e-05
2,1095.467968,0.171724,-1.00658318e-03
2,1095.467968,0.179310,-1.64134570e-03
2,1095.467968,0.186897,-2.06099078e-03
2,1095.467968,0.194483,-2.33797375e-03
2,1095.467968,0.202069,-2.52387207e-03
2,1095.467968,0.209655,-2.65187665e-03
2,1095.467968,0.217241,-2.74242348e-03
2,1095.467968,0.224828,-2.80793516e-03
2,1095.467968,0.232414,-2.42712215e-03
2,1095.467968,0.240000,-1.84696788e-03
2,1232.350046,0.020000,
2,1232.350046,0.027586,
2,1232.350046,0.035172,
2,1232.350046,0.042759,
2,1232.350046,0.050345,-4.73812826e-02
2,1232.350046,0.057931,-3.97903780e-02
2,1232.350046,0.065517,-1.94281135e-02
2,1232.350046,0.073103,-2.22897658e-02
2,1232.350046,0.080690,-1.54499707e-02
2,1232.350046,0.088276,-7.96783016e-03
2,1232.350046,0.095862,-1.62091882e-03
2,1232.350046,0.103448,3.09274096e-03
2,1232.350046,0.111034,5.98741482e-03
2,1232.350046,0.118621,7.18936420e-03
2,1232.350046,0.126207,7.00873959e-03
2,1232.350046,0.133793,5.84601718e-03
2,1232.350046,0.141379,4.14614399e-03
2,1232.350046,0.148966,2.34999562e-03
2,1232.350046,0.156552,7.99376225e-04
2,1232.350046,0.164138,-3.54405862e-04
2,1232.350046,0.171724,-1.13491098e-03
2,1232.350046,0.179310,-1.64121805e-03
2,1232.350046,0.186897,-1.96980503e-03
2,1232.350046,0.194483,-2.18901619e-03
2,1232.350046,0.202069,-2.34123300e-03
2,1232.350046,0.209655,-2.45129087e-03
2,1232.350046,0.217241,-2.53351188e-03
2,1232.350046,0.224828,-2.59625138e-03
2,1232.350046,0.232414,-2.03564867e-03
2,1232.350046,0.240000,-1.44515126e-03
2,1386.335959,0.020000,
2,1386.335959,0.027586,
2,1386.335959,0.035172,
2,1386.335959,0.042759,
2,1386.335959,0.050345,-4.52598337e-02
2,1386.335959,0.057931,-3.79760967e-02
2,1386.335959,0.065517,-1.84613645e-02
2,1386.335959,0.073103,-2.11836315e-02
2,1386.335959,0.080690,-1.41305343e-02
2,1386.335959,0.088276,-6.59073915e-03
2,1386.335959,0.095862,-2.17285123e-04
2,1386.335959,0.103448,4.38358924e-03
2,1386.335959,0.111034,7.01176289e-03
2,1386.335959,0.118621,7.83576633e-03
2,1386.335959,0.126207,7.23130894e-03
2,1386.335959,0.133793,5.68128309e-03
2,1386.335959,0.141379,3.72517769e-03
2,1386.335959,0.148966,1.86857109e-03
2,1386.335959,0.156552,4.25418622e-04
2,1386.335959,0.164138,-5.54128412e-04
2,1386.335959,0.171724,-1.17738058e-03
2,1386.335959,0.179310,-1.57281999e-03
2,1386.335959,0.186897,-1.83347814e-03
2,1386.335959,0.194483,-2.01522372e-03
2,1386.335959,0.202069,-2.14907320e-03
2,1386.335959,0.209655,-2.25181823e-03
2,1386.335959,0.217241,-2.33266075e-03
2,1386.335959,0.224828,-2.32365856e-03
2,1386.335959,0.232414,-1.65006462e-03
2,1386.335959,0.240000,-1.05076821e-03
2,1559.562883,0.020000,
2,1559.562883,0.027586,
2,1559.562883,0.035172,
2,1559.562883,0.042759,-4.98901731e-02
2,1559.562883,0.050345,-4.32475273e-02
2,1559.562883,0.057931,-3.62593996e-02
2,1559.562883,0.065517,-1.75359997e-02
2,1559.562883,0.073103,-2.01251700e-02
2,1559.562883,0.080690,-1.28438393e-02
2,1559.562883,0.088276,-5.22374588e-03
2,1559.562883,0.095862,1.16451560e-03
2,1559.562883,0.103448,5.60805932e-03
2,1559.562883,0.111034,7.91139136e-03
2,1559.562883,0.118621,8.30360054e-03
2,1559.562883,0.126207,7.24377500e-03
2,1559.562883,0.133793,5.32148778e-03
2,1559.562883,0.141379,3.18916206e-03
2,1559.562883,0.148966,1.38737373e-03
2,1559.562883,0.156552,1.32303981e-04
2,1559.562883,0.164138,-6.54459857e-04
2,1559.562883,0.171724,-1.13917655e-03
2,1559.562883,0.179310,-1.45186432e-03
2,1559.562883,0.186897,-1.66919966e-03
2,1559.562883,0.194483,-1.83145200e-03
2,1559.562883,0.202069,-1.95885228e-03
2,1559.562883,0.209655,-2.06160942e-03
2,1559.562883,0.217241,-2.14519981e-03
2,1559.562883,0.224828,-1.95949531e-03
2,1559.562883,0.232414,-1.26927026e-03
2,1559.562883,0.240000,-6.64788291e-04
2,1754.435043,0.020000,
2,1754.435043,0.027586,
2,1754.435043,0.035172,
2,1754.435043,0.042759,-4.76794960e-02
2,1754.435043,0.050345,-4.13369085e-02
2,1754.435043,0.057931,-3.46334555e-02
2,1754.435043,0.065517,-1.66508935e-02
2,1754.435043,0.073103,-1.91129572e-02
2,1754.435043,0.080690,-1.15830354e-02
2,1754.435043,0.088276,-3.86445566e-03
2,1754.435043,0.095862,2.51665189e-03
2,1754.435043,0.103448,6.74921798e-03
2,1754.435043,0.111034,8.66575910e-03
2,1754.435043,0.118621,8.57546155e-03
2,1754.435043,0.126207,7.04297728e-03
2,1754.435043,0.133793,4.79611537e-03
2,1754.435043,0.141379,2.60548814e-03
2,1754.435043,0.148966,9.74508265e-04
2,1754.435043,0.156552,-4.92426843e-05
2,1754.435043,0.164138,-6.58759247e-04
2,1754.435043,0.171724,-1.03842390e-03
2,1754.435043,0.179310,-1.29844842e-03
2,1754.435043,0.186897,-1.49391937e-03
2,1754.435043,0.194483,-1.65028561e-03
2,1754.435043,0.202069,-1.77906908e-03
2,1754.435043,0.209655,-1.88581460e-03
2,1754.435043,0.217241,-1.97373101e-03
2,1754.435043,0.224828,-1.59935061e-03
2,1754.435043,0.232414,-8.93033523e-04
2,1754.435043,0.240000,-2.89757608e-04
2,1973.657075,0.020000,
2,1973.657075,0.027586,
2,1973.657075,0.035172,
2,1973.657075,0.042759,-4.55752279e-02
2,1973.657075,0.050345,-3.95212261e-02
2,1973.657075,0.057931,-3.30920594e-02
2,1973.657075,0.065517,-1.58047507e-02
2,1973.657075,0.073103,-1.81454193e-02
2,1973.657075,0.080690,-1.03418216e-02
2,1973.657075,0.088276,-2.51242588e-03
2,1973.657075,0.095862,3.82858969e-03
2,1973.657075,0.103448,7.78878604e-03
2,1973.657075,0.111034,9.25533544e-03
2,1973.657075,0.118621,8.63833107e-03
2,1973.657075,0.126207,6.63781705e-03
2,1973.657075,0.133793,4.15669942e-03
2,1973.657075,0.141379,2.05225655e-03
2,1973.657075,0.148966,6.78142018e-04
2,1973.657075,0.156552,-1.16337454e-04
2,1973.657075,0.164138,-5.86632159e-04
2,1973.657075,0.171724,-8.98377800e-04
2,1973.657075,0.179310,-1.13196673e-03
2,1973.657075,0.186897,-1.32154709e-03
2,1973.657075,0.194483,-1.48062627e-03
2,1973.657075,0.202069,-1.61466194e-03
2,1973.657075,0.209655,-1.72648991e-03
2,1973.657075,0.217241,-1.81836816e-03
2,1973.657075,0.224828,-1.24217317e-03
2,1973.657075,0.232414,-5.22237047e-04
2,1973.657075,0.240000,6.98602595e-05
2,2220.271572,0.020000,
2,2220.271572,0.027586,
2,2220.271572,0.035172,-4.94380428e-02
2,2220.271572,0.042759,-4.35706406e-02
2,2220.271572,0.050345,-3.77943317e-02
2,2220.271572,0.057931,-3.16295423e-02
2,2220.271572,0.065517,-1.49961344e-02
2,2220.271572,0.073103,-1.72208713e-02
2,2220.271572,0.080690,-9.11452435e-03
2,2220.271572,0.088276,-1.16940111e-03
2,2220.271572,0.095862,5.08740122e-03
2,2220.271572,0.103448,8.70801197e-03
2,2220.271572,0.111034,9.66255604e-03
2,2220.271572,0.118621,8.48543110e-03
2,2220.271572,0.126207,6.05393648e-03
2,2220.271572,0.133793,3.47643957e-03
2,2220.271572,0.141379,1.59988373e-03
2,2220.271572,0.148966,5.15328209e-04
2,2220.271572,0.156552,-8.77193906e-05
2,2220.271572,0.164138,-4.64665288e-04
2,2220.271572,0.171724,-7.41435253e-04
2,2220.271572,0.179310,-9.68042107e-04
2,2220.271572,0.186897,-1.16156747e-03
2,2220.271572,0.194483,-1.32724565e-03
2,2220.271572,0.202069,-1.46713080e-03
2,2220.271572,0.209655,-1.58308017e-03
2,2220.271572,0.217241,-1.67742745e-03
2,2220.271572,0.224828,-8.87591392e-04
2,2220.271572,0.232414,-1.59163966e-04
2,2220.271572,0.240000,4.07399995e-04
2,2497.701306,0.020000,
2,2497.701306,0.027586,
2,2497.701306,0.035172,-4.72466148e-02
2,2497.701306,0.042759,-4.16596056e-02
2,2497.701306,0.050345,-3.61505942e-02
2,2497.701306,0.057931,-3.02407027e-02
2,2497.701306,0.065517,-1.42235318e-02
2,2497.701306,0.073103,-1.61623330e-02
2,2497.701306,0.080690,-7.89623732e-03
2,2497.701306,0.088276,1.60500654e-04
2,2497.701306,0.095862,6.27826577e-03
2,2497.701306,0.103448,9.48852145e-03
2,2497.701306,0.111034,9.87270644e-03
2,2497.701306,0.118621,8.11883040e-03
2,2497.701306,0.126207,5.33876086e-03
2,2497.701306,0.133793,2.84042739e-03
2,2497.701306,0.141379,1.29124730e-03
2,2497.701306,0.148966,4.73824404e-04
2,2497.701306,0.156552,7.05192590e-06
2,2497.701306,0.164138,-3.19030901e-04
2,2497.701306,0.171724,-5.85573180e-04
2,2497.701306,0.179310,-8.17094048e-04
2,2497.701306,0.186897,-1.01872959e-03
2,2497.701306,0.194483,-1.19113092e-03
2,2497.701306,0.202069,-1.33527599e-03
2,2497.701306,0.209655,-1.45334949e-03
2,2497.701306,0.217241,-1.37417007e-03
2,2497.701306,0.224828,-5.36082451e-04
2,2497.701306,0.232414,1.92193543e-04
2,2497.701306,0.240000,7.13866644e-04
2,2809.796735,0.020000,
2,2809.796735,0.027586,
2,2809.796735,0.035172,-4.51550261e-02
2,2809.796735,0.042759,-3.98365092e-02
2,2809.796735,0.050345,-3.45848373e-02
2,2809.796735,0.057931,-2.89207643e-02
2,2809.796735,0.065517,-1.34854491e-02
2,2809.796735,0.073103,-1.50877062e-02
2,2809.796735,0.080690,-6.68302062e-03
2,2809.796735,0.088276,1.47070228e-03
2,2809.796735,0.095862,7.38512366e-03
2,2809.796735,0.103448,1.01130540e-02
2,2809.796735,0.111034,9.87487341e-03
2,2809.796735,0.118621,7.55331241e-03
2,2809.796735,0.126207,4.56395252e-03
2,2809.796735,0.133793,2.32485441e-03
2,2809.796735,0.141379,1.13272388e-03
2,2809.796735,0.148966,5.23301198e-04
2,2809.796735,0.156552,1.37157422e-04
2,2809.796735,0.164138,-1.71038094e-04
2,2809.796735,0.171724,-4.42742339e-04
2,2809.796735,0.179310,-6.84129076e-04
2,2809.796735,0.186897,-8.93613915e-04
2,2809.796735,0.194483,-1.07048698e-03
2,2809.796735,0.202069,-1.21636706e-03
2,2809.796735,0.209655,-1.33450240e-03
2,2809.796735,0.217241,-1.04883803e-03
2,2809.796735,0.224828,-1.89184081e-04
2,2809.796735,0.232414,5.25847244e-04
2,2809.796735,0.240000,9.78104164e-04
2,3160.889444,0.020000,
2,3160.889444,0.027586,-4.89474448e-02
2,3160.889444,0.035172,-4.31575416e-02
2,3160.889444,0.042759,-3.80961888e-02
2,3160.889444,0.050345,-3.30923012e-02
2,3160.889444,0.057931,-2.76653565e-02
2,3160.889444,0.065517,-1.27805123e-02
2,3160.889444,0.073103,-1.40425429e-02
2,3160.889444,0.080690,-5.47214298e-03
2,3160.889444,0.088276,2.75223529e-03
2,3160.889444,0.095862,8.39141043e-03
2,3160.889444,0.103448,1.05660490e-02
2,3160.889444,0.111034,9.66324672e-03
2,3160.889444,0.118621,6.82175236e-03
2,3160.889444,0.126207,3.81933826e-03
2,3160.889444,0.133793,1.97405256e-03
2,3160.889444,0.141379,1.10070693e-03
2,3160.889444,0.148966,6.27886652e-04
2,3160.889444,0.156552,2.76563793e-04
2,3160.889444,0.164138,-3.51218597e-05
2,3160.889444,0.171724,-3.18688567e-04
2,3160.889444,0.179310,-5.69512017e-04
2,3160.889444,0.186897,-7.83899823e-04
2,3160.889444,0.194483,-9.62140872e-04
2,3160.889444,0.202069,-1.10740700e-03
2,3160.889444,0.209655,-1.22415097e-03
2,3160.889444,0.217241,-7.25518352e-04
2,3160.889444,0.224828,1.50255781e-04
2,3160.889444,0.232414,8.33627948e-04
2,3160.889444,0.240000,1.18742171e-03
2,3555.852262,0.020000,
2,3555.852262,0.027586,-4.67621737e-02
2,3555.852262,0.035172,-4.12488897e-02
2,3555.852262,0.042759,-3.64338926e-02
2,3555.852262,0.050345,-3.16686265e-02
2,3555.852262,0.057931,-2.64705112e-02
2,3555.852262,0.065517,-1.21075493e-02
2,3555.852262,0.073103,-1.30222054e-02
2,3555.852262,0.080690,-4.26234122e-03
2,3555.852262,0.088276,3.99399820e-03
2,3555.852262,0.095862,9.28078132e-03
2,3555.852262,0.103448,1.08341074e-02
2,3555.852262,0.111034,9.23922039e-03
2,3555.852262,0.118621,5.98095555e-03
2,3555.852262,0.126207,3.19320698e-03
2,3555.852262,0.133793,1.79066168e-03
2,3555.852262,0.141379,1.15642169e-03
2,3555.852262,0.148966,7.55076174e-04
2,3555.852262,0.156552,4.06881182e-04
2,3555.852262,0.164138,8.14347056e-05
2,3555.852262,0.171724,-2.13886561e-04
2,3555.852262,0.179310,-4.70493475e-04
2,3555.852262,0.186897,-6.86006606e-04
2,3555.852262,0.194483,-8.62936123e-04
2,3555.852262,0.202069,-1.00610317e-03
2,3555.852262,0.209655,-1.12085255e-03
2,3555.852262,0.217241,-4.04697132e-04
2,3555.852262,0.224828,4.77813318e-04
2,3555.852262,0.232414,1.10521840e-03
2,3555.852262,0.240000,1.32882226e-03
2,4000.166894,0.020000,
2,4000.166894,0.027586,-4.46736534e-02
2,4000.166894,0.035172,-3.94242119e-02
2,4000.166894,0.042759,-3.48452596e-02
