Ma,Re_L,alpha_L,c_i
6,3555.852262,0.042759,2.24856002e-03
6,3555.852262,0.050345,2.33812266e-03
6,3555.852262,0.057931,1.51333433e-03
6,3555.852262,0.065517,5.46414640e-03
6,3555.852262,0.073103,4.86781923e-03
6,3555.852262,0.080690,4.14088650e-03
6,3555.852262,0.088276,3.33469293e-03
6,3555.852262,0.095862,2.47950732e-03
6,3555.852262,0.103448,1.59308072e-03
6,3555.852262,0.111034,6.85820074e-04
6,3555.852262,0.118621,-3.12701910e-05
6,3555.852262,0.126207,-1.90908859e-04
6,3555.852262,0.133793,-1.85975017e-04
6,3555.852262,0.141379,-3.19056396e-04
6,3555.852262,0.148966,-3.13764391e-04
6,3555.852262,0.156552,9.84498432e-03
6,3555.852262,0.164138,1.66364544e-02
6,3555.852262,0.171724,1.89842773e-02
6,3555.852262,0.179310,1.86429164e-02
6,3555.852262,0.186897,1.60839285e-02
6,3555.852262,0.194483,1.13035545e-02
6,3555.852262,0.202069,4.46116548e-03
6,3555.852262,0.209655,-6.76020247e-04
6,3555.852262,0.217241,-7.60303528e-04
6,3555.852262,0.224828,-7.47223587e-04
6,3555.852262,0.232414,-8.31283521e-04
6,3555.852262,0.240000,-8.16624200e-04
6,4000.166894,0.020000,7.86647862e-03
6,4000.166894,0.027586,-3.74038644e-04
6,4000.166894,0.035172,5.11168281e-03
6,4000.166894,0.042759,2.41879956e-03
6,4000.166894,0.050345,2.21792905e-03
6,4000.166894,0.057931,1.46972036e-03
6,4000.166894,0.065517,5.67095986e-03
6,4000.166894,0.073103,5.06367658e-03
6,4000.166894,0.080690,4.32609334e-03
6,4000.166894,0.088276,3.50970373e-03
6,4000.166894,0.095862,2.64468943e-03
6,4000.166894,0.103448,1.74849236e-03
6,4000.166894,0.111034,8.30825661e-04
6,4000.166894,0.118621,1.44413817e-05
6,4000.166894,0.126207,-1.33462269e-04
6,4000.166894,0.133793,-1.31639474e-04
6,4000.166894,0.141379,-2.54201942e-04
6,4000.166894,0.148966,-2.51666934e-04
6,4000.166894,0.156552,9.73764827e-03
6,4000.166894,0.164138,1.67757268e-02
6,4000.166894,0.171724,1.92262597e-02
6,4000.166894,0.179310,1.89540511e-02
6,4000.166894,0.186897,1.64454711e-02
6,4000.166894,0.194483,1.16779190e-02
6,4000.166894,0.202069,4.68592568e-03
6,4000.166894,0.209655,-5.87263042e-04
6,4000.166894,0.217241,-6.63579121e-04
6,4000.166894,0.224828,-6.52760350e-04
6,4000.166894,0.232414,-7.29009577e-04
6,4000.166894,0.240000,-7.16634077e-04
6,4500.000000,0.020000,8.57177849e-03
6,4500.000000,0.027586,4.44451944e-05
6,4500.000000,0.035172,4.98992758e-03
6,4500.000000,0.042759,2.55271150e-03
6,4500.000000,0.050345,2.10639715e-03
6,4500.000000,0.057931,1.40145693e-03
6,4500.000000,0.065517,5.85570493e-03
6,4500.000000,0.073103,5.23873256e-03
6,4500.000000,0.080690,4.49186611e-03
6,4500.000000,0.088276,3.66678574e-03
6,4500.000000,0.095862,2.79374344e-03
6,4500.000000,0.103448,1.89019948e-03
6,4500.000000,0.111034,9.65767130e-04
6,4500.000000,0.118621,5.86426902e-05
6,4500.000000,0.126207,-7.86567390e-05
6,4500.000000,0.133793,-7.96517377e-05
6,4500.000000,0.141379,-1.93009983e-04
6,4500.000000,0.148966,-1.92796582e-04
6,4500.000000,0.156552,9.62371014e-03
6,4500.000000,0.164138,1.68996242e-02
6,4500.000000,0.171724,1.94475857e-02
6,4500.000000,0.179310,1.92405457e-02
6,4500.000000,0.186897,1.67788359e-02
6,4500.000000,0.194483,1.20214261e-02
6,4500.000000,0.202069,4.85209482e-03
6,4500.000000,0.209655,-5.05840844e-04
6,4500.000000,0.217241,-5.75319426e-04
6,4500.000000,0.224828,-5.66577788e-04
6,4500.000000,0.232414,-6.36049848e-04
6,4500.000000,0.240000,-6.25770620e-04
