freq_parameter,F_x1e4,lower_neutral_R_L,upper_neutral_R_L,peak_growth_R_L,peak_sigma_L,peak_wavelength_L,N_signed_peak,amplification_signed_peak,frequency_khz,F_times_1e4,x_mm,L_star_m,L_star_mm,sigma_per_m,sigma_per_mm,alpha_r_per_m,alpha_r_per_mm,alpha_i_per_m,alpha_i_per_mm,wavelength_mm,phase_speed_m_per_s,lower_neutral_x_mm,upper_neutral_x_mm,peak_growth_x_mm,peak_wavelength_mm
0.0002932615,2.932615,478.8498951217785,706.265032017129,588.60294198631,0.002665978558619799,33.47239333294739,0.660415476125901,1.9355963614410054,468.7499707910358,2.932615,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,19.566517910281974,42.56475718351216,29.563755947516366,1.6812176713475318
0.0002971717,2.971717,472.45916055552664,695.859887478443,570.8028392608626,0.0026281426064976134,34.11415866856524,0.6458745130115336,1.9076545687650532,475.0000449937085,2.971717,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,19.047733206846992,41.319813870362346,27.80270175037714,1.6616346550681818
0.0003010818,3.0108179999999996,467.224998523481,686.4933453559048,570.8028392608626,0.0026285630045734336,33.62684384432096,0.6317140676891608,1.8808316907039646,481.24995935611213,3.0108179999999996,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,18.628028519027264,40.214939054408475,27.80270175037714,1.6378984929731482
0.000304992,3.04992,462.0927644432138,676.626169243647,570.8028392608626,0.0025802815354769005,33.154174179843245,0.6177670526339666,1.8547817842818979,487.5000335587849,3.04992,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,18.2210369187747,39.06720421069658,27.80270175037714,1.6148756682707663
0.0003089021,3.089021,455.8909377292846,667.6748324520217,553.002736535415,0.0025854691241272037,33.84263305440554,0.6041888648187062,1.8297674180577712,493.74994792118844,3.089021,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,17.735223675253895,38.04037273816063,26.09572171108873,1.5970046363445107
0.0003128123,3.128123,450.76564298999915,658.3212430114372,553.002736535415,0.0025577254713263454,33.37877634112333,0.5910348657165634,1.8058562674833756,500.0000221238612,3.128123,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,17.338693342066165,36.982008166486644,26.09572171108873,1.5751156385079554
0.0003167224,3.167224,446.47763862604745,649.7752016305291,535.2026338099674,0.002529895868732273,34.12180530194487,0.5780239695073439,1.782512649023216,506.2499364862648,3.167224,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,17.01038630983521,36.02807157454683,24.442815829651142,1.5583499595907997
0.0003206326,3.206326,440.46890085605185,640.8177857045076,535.2026338099674,0.0025265672707727015,33.66561793104106,0.5653308493430154,1.7600299911711292,512.5000106889376,3.206326,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,16.555612499648166,35.041594962862824,24.442815829651142,1.5375157872859346
0.0003245427,3.245427,435.29552248596843,632.7366830187133,535.2026338099674,0.002481889126729504,33.22230924578804,0.5530083313778771,1.7384750681974575,518.7499250513412,3.245427,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,16.16899964221561,34.16337581685426,24.442815829651142,1.517269787238835
0.0003284529,3.284529,430.9438329101288,624.0497299044722,517.40253108452,0.002477681943712819,34.01755700689698,0.5409646408356251,1.7176629911347185,524.9999992540139,3.284529,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,15.847329633984778,33.2317453001772,22.843984106064397,1.5019186898135832
0.0003323631,3.323631,426.3559134690872,616.4799028928292,517.40253108452,0.0024629884025607653,33.579801500975805,0.5290332275685455,1.6972906213965113,531.2500734566866,3.323631,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,15.511697734886667,32.4304218554867,22.843984106064397,1.4825912238295178
0.0003362732,3.3627320000000003,420.9725947787903,608.3156705546542,517.40253108452,0.0024108059902186968,33.154193279433834,0.5174504484591101,1.6777446956388482,537.4999878190903,3.3627320000000003,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,15.122458454867697,31.57713763389461,22.843984106064397,1.463800076001277
0.0003401834,3.401834,416.4269747689951,600.9078257006622,499.6024283590724,0.002418352934670896,34.005149444830856,0.506256555943586,1.659068924147535,543.7500620217629,3.401834,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,14.797640062199259,30.812750784240595,21.299226540328455,1.4497194978456402
0.0003440935,3.440935,412.51914274722253,593.3420736116141,499.6024283590724,0.002400742156619504,33.58328623466159,0.4951585982566969,1.6407584398510235,549.9999763841666,3.440935,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,14.521215302577856,30.04173712638926,21.299226540328455,1.4317344770123
0.0003480037,3.4800370000000003,408.0582348296151,585.9113423753881,499.6024283590724,0.002348935637196898,33.17273664129332,0.4842680456751091,1.6229866218976658,556.2500505868393,3.4800370000000003,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,14.208853766495531,29.293992246449914,21.299226540328455,1.4142317822717814
0.0003519138,3.519138,403.15706476270026,578.9667545385515,481.80232563362483,0.0023543669061231224,34.08395370161975,0.4736531653890785,1.6058499260947234,562.4999649492429,3.519138,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,13.869579705743762,28.603686154279888,19.808543132443344,1.401308028421891
0.000355824,3.5582399999999996,398.96430865863294,571.5309855453866,481.80232563362483,0.0023409752520481605,33.67564167687927,0.463370399833651,1.589421955026087,568.7500391519155,3.5582399999999996,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,13.582597849636521,27.873680186436527,19.808543132443344,1.3845209231647084
0.0003597341,3.5973409999999997,395.30345662648404,565.0553390644118,481.80232563362483,0.0022961844672754563,33.27780710507315,0.45327821251919803,1.5734618824192816,574.9999535143193,3.5973409999999997,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,13.334476654479005,27.245621380030435,19.808543132443344,1.3681645818688568
0.0003636443,3.636443,391.50674356057914,558.2998576686292,464.0022229081773,0.0022836560890475244,34.25475972818704,0.4431829295509167,1.5576572498224466,581.250027716992,3.636443,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,13.079563345894757,26.598049245454746,18.37193388240906,1.3562999266247049
0.0003675544,3.675544,386.83488258733564,551.4853273033908,464.0022229081773,0.002280519657164189,33.85798558751821,0.43348894163553425,1.5426302925153037,587.4999420793956,3.675544,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,12.769268244614167,25.95270772866718,18.37193388240906,1.340589854735545
0.0003714646,3.714646,382.80111147328006,545.3939114998531,464.0022229081773,0.002248404443049955,33.47078452815787,0.4240320797696128,1.5281106144342214,593.7500162820684,3.714646,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,12.504350302008064,25.38255420374813,18.37193388240906,1.325258824170257
0.0003753747,3.753747,379.256956857231,538.9179976342052,446.2021201827298,0.0022000905949413245,34.519820982886685,0.41473177360033664,1.513964600951652,599.999930644472,3.753747,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,12.273879731398543,24.78335663450303,16.989398790225604,1.3143617618967975
